Município;State;Municipality; Gross Rol [%] ; Gross Rol [%] ;Risk_period 1;Limit (Mio) 1;Exit 1; Strike 1 ;Risk_period 2;Limit (Mio) 2;Exit 2; Strike 2 ;Area (The client selects);Value per hectare (The client selects);Prize;Maximum indemnity limit;Maximum indemnity limit - STRIKE 1;Maximum indemnity limit - STRIKE 2; Amount paid per millimeter - Strike 1 ; Amount paid per millimeter - Strike 2 
Limeira - SP;sao paulo;Limeira; 5,69 ;5,69%;11-01 / 01-01;5;0; 238 ;01-01 / 03-01;5;0; 290 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.049,52 ; R$ 861,05 
Manduri - SP;sao paulo;Manduri; 5,69 ;5,69%;11-01 / 01-01;5;0; 147 ;01-01 / 03-01;5;0; 252 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.695,07 ; R$ 990,51 
Maracai - SP;sao paulo;Maracai; 5,69 ;5,69%;11-01 / 01-01;5;0; 147 ;01-01 / 03-01;5;0; 248 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.704,61 ; R$ 1.007,90 
Mirante Do Paranapanema - SP;sao paulo;Mirante Do Paranapanema; 5,69 ;5,69%;11-01 / 01-01;5;0; 155 ;01-01 / 03-01;5;0; 204 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.608,43 ; R$ 1.226,06 
Mococa - SP;sao paulo;Mococa; 5,69 ;5,69%;11-01 / 01-01;5;0; 312 ;01-01 / 03-01;5;0; 274 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 801,50 ; R$ 911,45 
Mogi Guacu - SP;sao paulo;Mogi Guacu; 5,69 ;5,69%;11-01 / 01-01;5;0; 276 ;01-01 / 03-01;5;0; 284 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 906,55 ; R$ 880,05 
Morro Agudo - SP;sao paulo;Morro Agudo; 5,69 ;5,69%;11-01 / 01-01;5;0; 329 ;01-01 / 03-01;5;0; 298 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 759,60 ; R$ 840,09 
Nantes - SP;sao paulo;Nantes; 5,69 ;5,69%;11-01 / 01-01;5;0; 153 ;01-01 / 03-01;5;0; 217 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.628,92 ; R$ 1.151,51 
Narandiba - SP;sao paulo;Narandiba; 5,69 ;5,69%;11-01 / 01-01;5;0; 136 ;01-01 / 03-01;5;0; 213 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.836,72 ; R$ 1.171,22 
Nova Campina - SP;sao paulo;Nova Campina; 5,69 ;5,69%;11-01 / 01-01;5;0; 152 ;01-01 / 03-01;5;0; 260 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.640,77 ; R$ 962,99 
Oleo - SP;sao paulo;Oleo; 5,69 ;5,69%;11-01 / 01-01;5;0; 165 ;01-01 / 03-01;5;0; 268 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.518,50 ; R$ 934,49 
Palestina - SP;sao paulo;Palestina; 5,69 ;5,69%;11-01 / 01-01;5;0; 272 ;01-01 / 03-01;5;0; 311 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 920,63 ; R$ 804,04 
Palmital - SP;sao paulo;Palmital; 5,69 ;5,69%;11-01 / 01-01;5;0; 148 ;01-01 / 03-01;5;0; 247 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.683,92 ; R$ 1.011,23 
Paraguacu Paulista - SP;sao paulo;Paraguacu Paulista; 5,69 ;5,69%;11-01 / 01-01;5;0; 152 ;01-01 / 03-01;5;0; 269 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.643,32 ; R$ 928,82 
Patrocinio Paulista - SP;sao paulo;Patrocinio Paulista; 5,69 ;5,69%;11-01 / 01-01;5;0; 350 ;01-01 / 03-01;5;0; 290 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 860,62 
Pilar Do Sul - SP;sao paulo;Pilar Do Sul; 5,69 ;5,69%;11-01 / 01-01;5;0; 171 ;01-01 / 03-01;5;0; 213 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.466,07 ; R$ 1.172,82 
Pinhalzinho - SP;sao paulo;Pinhalzinho; 5,69 ;5,69%;11-01 / 01-01;5;0; 271 ;01-01 / 03-01;5;0; 324 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 922,62 ; R$ 772,72 
Piraju - SP;sao paulo;Piraju; 5,69 ;5,69%;11-01 / 01-01;5;0; 116 ;01-01 / 03-01;5;0; 242 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.159,47 ; R$ 1.034,55 
Pirapozinho - SP;sao paulo;Pirapozinho; 5,69 ;5,69%;11-01 / 01-01;5;0; 148 ;01-01 / 03-01;5;0; 209 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.694,46 ; R$ 1.198,36 
Platina - SP;sao paulo;Platina; 5,69 ;5,69%;11-01 / 01-01;5;0; 147 ;01-01 / 03-01;5;0; 235 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.700,70 ; R$ 1.065,57 
Porangaba - SP;sao paulo;Porangaba; 5,69 ;5,69%;11-01 / 01-01;5;0; 161 ;01-01 / 03-01;5;0; 262 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.548,59 ; R$ 954,86 
Presidente Bernardes - SP;sao paulo;Presidente Bernardes; 5,69 ;5,69%;11-01 / 01-01;5;0; 156 ;01-01 / 03-01;5;0; 225 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.604,20 ; R$ 1.108,72 
Presidente Epitacio - SP;sao paulo;Presidente Epitacio; 5,69 ;5,69%;11-01 / 01-01;5;0; 149 ;01-01 / 03-01;5;0; 200 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.675,88 ; R$ 1.247,08 
Rancharia - SP;sao paulo;Rancharia; 5,69 ;5,69%;11-01 / 01-01;5;0; 166 ;01-01 / 03-01;5;0; 261 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.505,07 ; R$ 958,46 
Ribeirao Branco - SP;sao paulo;Ribeirao Branco; 5,69 ;5,69%;11-01 / 01-01;5;0; 162 ;01-01 / 03-01;5;0; 232 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.542,71 ; R$ 1.077,48 
Ribeirao Corrente - SP;sao paulo;Ribeirao Corrente; 5,69 ;5,69%;11-01 / 01-01;5;0; 350 ;01-01 / 03-01;5;0; 350 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 714,29 
Ribeirao Do Sul - SP;sao paulo;Ribeirao Do Sul; 5,69 ;5,69%;11-01 / 01-01;5;0; 138 ;01-01 / 03-01;5;0; 257 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.808,28 ; R$ 973,04 
Ribeirao Grande - SP;sao paulo;Ribeirao Grande; 5,69 ;5,69%;11-01 / 01-01;5;0; 140 ;01-01 / 03-01;5;0; 238 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.784,23 ; R$ 1.050,01 
Rio Claro - SP;sao paulo;Rio Claro; 5,69 ;5,69%;11-01 / 01-01;5;0; 258 ;01-01 / 03-01;5;0; 259 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 968,62 ; R$ 964,57 
Riversul - SP;sao paulo;Riversul; 5,69 ;5,69%;11-01 / 01-01;5;0; 95 ;01-01 / 03-01;5;0; 238 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.621,47 ; R$ 1.049,18 
Rosana - SP;sao paulo;Rosana; 5,69 ;5,69%;11-01 / 01-01;5;0; 110 ;01-01 / 03-01;5;0; 188 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.280,76 ; R$ 1.331,75 
Salto Grande - SP;sao paulo;Salto Grande; 5,69 ;5,69%;11-01 / 01-01;5;0; 143 ;01-01 / 03-01;5;0; 244 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.742,55 ; R$ 1.022,62 
Santa Cruz Das Palmeiras - SP;sao paulo;Santa Cruz Das Palmeiras; 5,69 ;5,69%;11-01 / 01-01;5;0; 283 ;01-01 / 03-01;5;0; 226 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 884,10 ; R$ 1.105,34 
Santa Cruz Do Rio Pardo - SP;sao paulo;Santa Cruz Do Rio Pardo; 5,69 ;5,69%;11-01 / 01-01;5;0; 180 ;01-01 / 03-01;5;0; 266 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.390,70 ; R$ 940,25 
Santo Anastacio - SP;sao paulo;Santo Anastacio; 5,69 ;5,69%;11-01 / 01-01;5;0; 160 ;01-01 / 03-01;5;0; 227 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.560,69 ; R$ 1.100,02 
Sao Joao Da Boa Vista - SP;sao paulo;Sao Joao Da Boa Vista; 5,69 ;5,69%;11-01 / 01-01;5;0; 307 ;01-01 / 03-01;5;0; 284 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 815,49 ; R$ 880,13 
Sao Joaquim Da Barra - SP;sao paulo;Sao Joaquim Da Barra; 5,69 ;5,69%;11-01 / 01-01;5;0; 343 ;01-01 / 03-01;5;0; 335 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 728,48 ; R$ 747,10 
Sao Jose Do Rio Pardo - SP;sao paulo;Sao Jose Do Rio Pardo; 5,69 ;5,69%;11-01 / 01-01;5;0; 300 ;01-01 / 03-01;5;0; 260 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 833,81 ; R$ 959,96 
Sao Miguel Arcanjo - SP;sao paulo;Sao Miguel Arcanjo; 5,69 ;5,69%;11-01 / 01-01;5;0; 147 ;01-01 / 03-01;5;0; 196 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.698,59 ; R$ 1.273,10 
Sao Pedro Do Turvo - SP;sao paulo;Sao Pedro Do Turvo; 5,69 ;5,69%;11-01 / 01-01;5;0; 165 ;01-01 / 03-01;5;0; 268 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.519,73 ; R$ 934,34 
Sarutaia - SP;sao paulo;Sarutaia; 5,69 ;5,69%;11-01 / 01-01;5;0; 124 ;01-01 / 03-01;5;0; 242 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.019,18 ; R$ 1.032,81 
Taciba - SP;sao paulo;Taciba; 5,69 ;5,69%;11-01 / 01-01;5;0; 156 ;01-01 / 03-01;5;0; 223 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.606,81 ; R$ 1.121,56 
Taguai - SP;sao paulo;Taguai; 5,69 ;5,69%;11-01 / 01-01;5;0; 81 ;01-01 / 03-01;5;0; 225 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 3.089,21 ; R$ 1.112,25 
Tambau - SP;sao paulo;Tambau; 5,69 ;5,69%;11-01 / 01-01;5;0; 299 ;01-01 / 03-01;5;0; 279 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 836,18 ; R$ 897,43 
Taquarituba - SP;sao paulo;Taquarituba; 5,69 ;5,69%;11-01 / 01-01;5;0; 90 ;01-01 / 03-01;5;0; 221 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.787,66 ; R$ 1.129,69 
Taquarivai - SP;sao paulo;Taquarivai; 5,69 ;5,69%;11-01 / 01-01;5;0; 156 ;01-01 / 03-01;5;0; 248 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.604,20 ; R$ 1.009,69 
Tejupa - SP;sao paulo;Tejupa; 5,69 ;5,69%;11-01 / 01-01;5;0; 90 ;01-01 / 03-01;5;0; 232 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.771,91 ; R$ 1.077,12 
Teodoro Sampaio - SP;sao paulo;Teodoro Sampaio; 5,69 ;5,69%;11-01 / 01-01;5;0; 138 ;01-01 / 03-01;5;0; 186 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.811,95 ; R$ 1.341,57 
Vargem - SP;sao paulo;Vargem; 5,69 ;5,69%;11-01 / 01-01;5;0; 259 ;01-01 / 03-01;5;0; 323 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 965,69 ; R$ 774,73 
Vargem Grande Do Sul - SP;sao paulo;Vargem Grande Do Sul; 5,69 ;5,69%;11-01 / 01-01;5;0; 316 ;01-01 / 03-01;5;0; 282 ; 100,00 ; R$ 5.000,00 ; R$ 28.437,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 790,56 ; R$ 886,69 
Formosa Do Rio Preto - BA;bahia;Formosa Do Rio Preto; 9,04 ;9,04%;11-15 / 01-15;5;0; 292 ;01-15 / 03-15;5;0; 267 ; 100,00 ; R$ 5.000,00 ; R$ 45.187,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 856,65 ; R$ 935,21 
Luis Eduardo Magalhaes - BA;bahia;Luis Eduardo Magalhaes; 9,04 ;9,04%;11-15 / 01-15;5;0; 281 ;01-15 / 03-15;5;0; 279 ; 100,00 ; R$ 5.000,00 ; R$ 45.187,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 891,06 ; R$ 894,62 
Riachao Das Neves - BA;bahia;Riachao Das Neves; 9,04 ;9,04%;11-15 / 01-15;5;0; 234 ;01-15 / 03-15;5;0; 211 ; 100,00 ; R$ 5.000,00 ; R$ 45.187,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.068,04 ; R$ 1.186,04 
Sao Desiderio - BA;bahia;Sao Desiderio; 9,04 ;9,04%;11-15 / 01-15;5;0; 234 ;01-15 / 03-15;5;0; 241 ; 100,00 ; R$ 5.000,00 ; R$ 45.187,50 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.070,31 ; R$ 1.037,43 
Acreuna - GO;goias;Acreuna; 4,13 ;4,13%;11-15 / 01-15;5;0; 331 ;01-15 / 03-15;5;0; 245 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 755,38 ; R$ 1.021,02 
Alto Paraiso De Goias - GO;goias;Alto Paraiso De Goias; 4,13 ;4,13%;11-15 / 01-15;5;0; 329 ;01-15 / 03-15;5;0; 260 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 760,45 ; R$ 961,88 
Campo Alegre De Goias - GO;goias;Campo Alegre De Goias; 4,13 ;4,13%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 236 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 1.057,55 
Catalao - GO;goias;Catalao; 4,13 ;4,13%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 248 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 1.009,72 
Corumbaiba - GO;goias;Corumbaiba; 4,13 ;4,13%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 177 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 1.413,27 
Cristalina - GO;goias;Cristalina; 4,13 ;4,13%;11-15 / 01-15;5;0; 340 ;01-15 / 03-15;5;0; 258 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 735,27 ; R$ 970,08 
Formosa - GO;goias;Formosa; 4,13 ;4,13%;11-15 / 01-15;5;0; 324 ;01-15 / 03-15;5;0; 205 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 772,73 ; R$ 1.220,25 
Gameleira De Goias - GO;goias;Gameleira De Goias; 4,13 ;4,13%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 288 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 868,00 
Gouvelandia - GO;goias;Gouvelandia; 4,13 ;4,13%;11-15 / 01-15;5;0; 337 ;01-15 / 03-15;5;0; 247 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 742,53 ; R$ 1.013,23 
Ipameri - GO;goias;Ipameri; 4,13 ;4,13%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 232 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 1.075,87 
Itumbiara - GO;goias;Itumbiara; 4,13 ;4,13%;11-15 / 01-15;5;0; 348 ;01-15 / 03-15;5;0; 221 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 719,36 ; R$ 1.129,33 
Jatai - GO;goias;Jatai; 4,13 ;4,13%;11-15 / 01-15;5;0; 314 ;01-15 / 03-15;5;0; 297 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 795,23 ; R$ 841,04 
Leopoldo De Bulhoes - GO;goias;Leopoldo De Bulhoes; 4,13 ;4,13%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 261 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 959,27 
Luziania - GO;goias;Luziania; 4,13 ;4,13%;11-15 / 01-15;5;0; 345 ;01-15 / 03-15;5;0; 265 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 724,25 ; R$ 941,96 
Montes Claros De Goias - GO;goias;Montes Claros De Goias; 4,13 ;4,13%;11-15 / 01-15;5;0; 340 ;01-15 / 03-15;5;0; 316 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 734,56 ; R$ 790,99 
Orizona - GO;goias;Orizona; 4,13 ;4,13%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 268 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 933,48 
Parauna - GO;goias;Parauna; 4,13 ;4,13%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 253 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 986,87 
Planaltina - GO;goias;Planaltina; 4,13 ;4,13%;11-15 / 01-15;5;0; 335 ;01-15 / 03-15;5;0; 207 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 746,04 ; R$ 1.207,46 
Professor Jamil - GO;goias;Professor Jamil; 4,13 ;4,13%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 246 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 1.016,91 
Quirinopolis - GO;goias;Quirinopolis; 4,13 ;4,13%;11-15 / 01-15;5;0; 343 ;01-15 / 03-15;5;0; 233 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 728,06 ; R$ 1.070,69 
Rio Verde - GO;goias;Rio Verde; 4,13 ;4,13%;11-15 / 01-15;5;0; 339 ;01-15 / 03-15;5;0; 233 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 737,06 ; R$ 1.072,11 
Sao Joao Dalianca - GO;goias;Sao Joao Dalianca; 4,13 ;4,13%;11-15 / 01-15;5;0; 322 ;01-15 / 03-15;5;0; 230 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 777,38 ; R$ 1.086,78 
Sao Miguel Do Passa Quatro - GO;goias;Sao Miguel Do Passa Quatro; 4,13 ;4,13%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 209 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 1.198,74 
Silvania - GO;goias;Silvania; 4,13 ;4,13%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 261 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 957,98 
Vianopolis - GO;goias;Vianopolis; 4,13 ;4,13%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 260 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 960,97 
Vila Boa - GO;goias;Vila Boa; 4,13 ;4,13%;11-15 / 01-15;5;0; 322 ;01-15 / 03-15;5;0; 206 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 776,48 ; R$ 1.214,69 
Vila Propicio - GO;goias;Vila Propicio; 4,13 ;4,13%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 275 ; 100,00 ; R$ 5.000,00 ; R$ 20.625,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 908,72 
Alfenas - MG;minas gerais;Alfenas; 4,58 ;4,58%;11-15 / 01-15;5;0; 313 ;01-15 / 03-15;5;0; 256 ; 100,00 ; R$ 5.000,00 ; R$ 22.875,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 797,99 ; R$ 976,43 
Andradas - MG;minas gerais;Andradas; 4,58 ;4,58%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 278 ; 100,00 ; R$ 5.000,00 ; R$ 22.875,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,44 ; R$ 899,00 
Andrelandia - MG;minas gerais;Andrelandia; 4,58 ;4,58%;11-15 / 01-15;5;0; 350 ;01-15 / 03-15;5;0; 274 ; 100,00 ; R$ 5.000,00 ; R$ 22.875,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 714,29 ; R$ 911,05 
