Município;State;Municipality; Gross Rol [%] ; Gross Rol [%] ;Risk_period 1;Limit (Mio) 1;Exit 1; Strike 1 ;Risk_period 2;Limit (Mio) 2;Exit 2; Strike 2 ;Area (The client selects);Value per hectare (The client selects);Prize;Maximum indemnity limit;Maximum indemnity limit - STRIKE 1;Maximum indemnity limit - STRIKE 2; Amount paid per millimeter - Strike 1 ; Amount paid per millimeter - Strike 2 
Honorio Serpa - PR;parana;Honorio Serpa; 6,60 ;6,60%;11-01 / 01-01;5;0; 135 ;01-01 / 03-01;5;0; 215 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.847,60 ; R$ 1.163,14 
Ibaiti - PR;parana;Ibaiti; 6,60 ;6,60%;11-01 / 01-01;5;0; 123 ;01-01 / 03-01;5;0; 259 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.031,27 ; R$ 966,67 
Ibema - PR;parana;Ibema; 6,60 ;6,60%;11-01 / 01-01;5;0; 117 ;01-01 / 03-01;5;0; 223 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.131,34 ; R$ 1.119,44 
Ibipora - PR;parana;Ibipora; 6,60 ;6,60%;11-01 / 01-01;5;0; 151 ;01-01 / 03-01;5;0; 227 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.657,09 ; R$ 1.101,08 
Icaraima - PR;parana;Icaraima; 6,60 ;6,60%;11-01 / 01-01;5;0; 106 ;01-01 / 03-01;5;0; 197 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.368,07 ; R$ 1.267,09 
Iguaracu - PR;parana;Iguaracu; 6,60 ;6,60%;11-01 / 01-01;5;0; 144 ;01-01 / 03-01;5;0; 223 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.730,41 ; R$ 1.119,90 
Iguatu - PR;parana;Iguatu; 6,60 ;6,60%;11-01 / 01-01;5;0; 103 ;01-01 / 03-01;5;0; 236 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.425,15 ; R$ 1.059,52 
Imbituva - PR;parana;Imbituva; 6,60 ;6,60%;11-01 / 01-01;5;0; 158 ;01-01 / 03-01;5;0; 223 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.579,94 ; R$ 1.121,14 
Inacio Martins - PR;parana;Inacio Martins; 6,60 ;6,60%;11-01 / 01-01;5;0; 153 ;01-01 / 03-01;5;0; 220 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.639,26 ; R$ 1.134,22 
Inaja - PR;parana;Inaja; 6,60 ;6,60%;11-01 / 01-01;5;0; 112 ;01-01 / 03-01;5;0; 204 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.226,88 ; R$ 1.228,26 
Indianopolis - PR;parana;Indianopolis; 6,60 ;6,60%;11-01 / 01-01;5;0; 77 ;01-01 / 03-01;5;0; 220 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 3.262,01 ; R$ 1.135,48 
Ipiranga - PR;parana;Ipiranga; 6,60 ;6,60%;11-01 / 01-01;5;0; 147 ;01-01 / 03-01;5;0; 231 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.696,90 ; R$ 1.083,57 
Ipora - PR;parana;Ipora; 6,60 ;6,60%;11-01 / 01-01;5;0; 80 ;01-01 / 03-01;5;0; 192 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 3.123,39 ; R$ 1.299,89 
Iracema Do Oeste - PR;parana;Iracema Do Oeste; 6,60 ;6,60%;11-01 / 01-01;5;0; 99 ;01-01 / 03-01;5;0; 222 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.519,76 ; R$ 1.124,02 
Irati - PR;parana;Irati; 6,60 ;6,60%;11-01 / 01-01;5;0; 161 ;01-01 / 03-01;5;0; 216 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.553,09 ; R$ 1.157,28 
Iretama - PR;parana;Iretama; 6,60 ;6,60%;11-01 / 01-01;5;0; 91 ;01-01 / 03-01;5;0; 225 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.733,86 ; R$ 1.112,03 
Itaguaje - PR;parana;Itaguaje; 6,60 ;6,60%;11-01 / 01-01;5;0; 123 ;01-01 / 03-01;5;0; 199 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.035,38 ; R$ 1.257,73 
Itambaraca - PR;parana;Itambaraca; 6,60 ;6,60%;11-01 / 01-01;5;0; 128 ;01-01 / 03-01;5;0; 246 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.947,10 ; R$ 1.014,64 
Itambe - PR;parana;Itambe; 6,60 ;6,60%;11-01 / 01-01;5;0; 136 ;01-01 / 03-01;5;0; 214 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.841,32 ; R$ 1.169,47 
Itapejara Doeste - PR;parana;Itapejara Doeste; 6,60 ;6,60%;11-01 / 01-01;5;0; 77 ;01-01 / 03-01;5;0; 211 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 3.244,49 ; R$ 1.182,83 
Ivai - PR;parana;Ivai; 6,60 ;6,60%;11-01 / 01-01;5;0; 149 ;01-01 / 03-01;5;0; 222 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.674,82 ; R$ 1.126,99 
Ivaipora - PR;parana;Ivaipora; 6,60 ;6,60%;11-01 / 01-01;5;0; 122 ;01-01 / 03-01;5;0; 243 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.052,52 ; R$ 1.030,32 
Ivate - PR;parana;Ivate; 6,60 ;6,60%;11-01 / 01-01;5;0; 108 ;01-01 / 03-01;5;0; 203 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.305,55 ; R$ 1.229,61 
Ivatuba - PR;parana;Ivatuba; 6,60 ;6,60%;11-01 / 01-01;5;0; 122 ;01-01 / 03-01;5;0; 221 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.054,18 ; R$ 1.132,46 
Jaboti - PR;parana;Jaboti; 6,60 ;6,60%;11-01 / 01-01;5;0; 132 ;01-01 / 03-01;5;0; 263 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.898,80 ; R$ 948,97 
Jacarezinho - PR;parana;Jacarezinho; 6,60 ;6,60%;11-01 / 01-01;5;0; 147 ;01-01 / 03-01;5;0; 269 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.696,66 ; R$ 927,71 
Jaguapita - PR;parana;Jaguapita; 6,60 ;6,60%;11-01 / 01-01;5;0; 146 ;01-01 / 03-01;5;0; 221 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.708,96 ; R$ 1.129,05 
Jaguariaiva - PR;parana;Jaguariaiva; 6,60 ;6,60%;11-01 / 01-01;5;0; 164 ;01-01 / 03-01;5;0; 259 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.526,63 ; R$ 965,23 
Jandaia Do Sul - PR;parana;Jandaia Do Sul; 6,60 ;6,60%;11-01 / 01-01;5;0; 150 ;01-01 / 03-01;5;0; 235 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.665,99 ; R$ 1.064,56 
Janiopolis - PR;parana;Janiopolis; 6,60 ;6,60%;11-01 / 01-01;5;0; 82 ;01-01 / 03-01;5;0; 220 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 3.048,23 ; R$ 1.135,66 
Japura - PR;parana;Japura; 6,60 ;6,60%;11-01 / 01-01;5;0; 92 ;01-01 / 03-01;5;0; 221 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.718,68 ; R$ 1.132,33 
Jardim Alegre - PR;parana;Jardim Alegre; 6,60 ;6,60%;11-01 / 01-01;5;0; 111 ;01-01 / 03-01;5;0; 244 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.258,90 ; R$ 1.024,43 
Jardim Olinda - PR;parana;Jardim Olinda; 6,60 ;6,60%;11-01 / 01-01;5;0; 122 ;01-01 / 03-01;5;0; 201 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.043,99 ; R$ 1.246,01 
Jataizinho - PR;parana;Jataizinho; 6,60 ;6,60%;11-01 / 01-01;5;0; 147 ;01-01 / 03-01;5;0; 214 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.700,59 ; R$ 1.169,04 
Jesuitas - PR;parana;Jesuitas; 6,60 ;6,60%;11-01 / 01-01;5;0; 98 ;01-01 / 03-01;5;0; 217 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.544,22 ; R$ 1.154,21 
Joaquim Tavora - PR;parana;Joaquim Tavora; 6,60 ;6,60%;11-01 / 01-01;5;0; 139 ;01-01 / 03-01;5;0; 265 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.804,01 ; R$ 941,66 
Jundiai Do Sul - PR;parana;Jundiai Do Sul; 6,60 ;6,60%;11-01 / 01-01;5;0; 125 ;01-01 / 03-01;5;0; 268 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.992,37 ; R$ 933,51 
Juranda - PR;parana;Juranda; 6,60 ;6,60%;11-01 / 01-01;5;0; 102 ;01-01 / 03-01;5;0; 227 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.446,00 ; R$ 1.101,08 
Jussara - PR;parana;Jussara; 6,60 ;6,60%;11-01 / 01-01;5;0; 103 ;01-01 / 03-01;5;0; 226 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.421,90 ; R$ 1.107,99 
Kalore - PR;parana;Kalore; 6,60 ;6,60%;11-01 / 01-01;5;0; 135 ;01-01 / 03-01;5;0; 242 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.853,57 ; R$ 1.035,19 
Lapa - PR;parana;Lapa; 6,60 ;6,60%;11-01 / 01-01;5;0; 151 ;01-01 / 03-01;5;0; 231 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.655,07 ; R$ 1.080,18 
Laranjal - PR;parana;Laranjal; 6,60 ;6,60%;11-01 / 01-01;5;0; 101 ;01-01 / 03-01;5;0; 223 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.473,22 ; R$ 1.120,20 
Laranjeiras Do Sul - PR;parana;Laranjeiras Do Sul; 6,60 ;6,60%;11-01 / 01-01;5;0; 115 ;01-01 / 03-01;5;0; 211 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.181,59 ; R$ 1.184,10 
Leopolis - PR;parana;Leopolis; 6,60 ;6,60%;11-01 / 01-01;5;0; 144 ;01-01 / 03-01;5;0; 226 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.732,35 ; R$ 1.106,73 
Lidianopolis - PR;parana;Lidianopolis; 6,60 ;6,60%;11-01 / 01-01;5;0; 134 ;01-01 / 03-01;5;0; 251 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.861,10 ; R$ 997,76 
Lindoeste - PR;parana;Lindoeste; 6,60 ;6,60%;11-01 / 01-01;5;0; 109 ;01-01 / 03-01;5;0; 231 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.302,86 ; R$ 1.081,96 
Loanda - PR;parana;Loanda; 6,60 ;6,60%;11-01 / 01-01;5;0; 111 ;01-01 / 03-01;5;0; 199 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.250,51 ; R$ 1.256,90 
Lobato - PR;parana;Lobato; 6,60 ;6,60%;11-01 / 01-01;5;0; 124 ;01-01 / 03-01;5;0; 212 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.008,91 ; R$ 1.177,68 
Londrina - PR;parana;Londrina; 6,60 ;6,60%;11-01 / 01-01;5;0; 154 ;01-01 / 03-01;5;0; 245 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.626,08 ; R$ 1.019,08 
Luiziana - PR;parana;Luiziana; 6,60 ;6,60%;11-01 / 01-01;5;0; 97 ;01-01 / 03-01;5;0; 230 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.566,22 ; R$ 1.086,66 
Lunardelli - PR;parana;Lunardelli; 6,60 ;6,60%;11-01 / 01-01;5;0; 126 ;01-01 / 03-01;5;0; 244 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.983,19 ; R$ 1.024,18 
Lupionopolis - PR;parana;Lupionopolis; 6,60 ;6,60%;11-01 / 01-01;5;0; 119 ;01-01 / 03-01;5;0; 206 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.096,60 ; R$ 1.213,77 
Mallet - PR;parana;Mallet; 6,60 ;6,60%;11-01 / 01-01;5;0; 152 ;01-01 / 03-01;5;0; 193 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.649,64 ; R$ 1.297,62 
Mambore - PR;parana;Mambore; 6,60 ;6,60%;11-01 / 01-01;5;0; 96 ;01-01 / 03-01;5;0; 230 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.599,06 ; R$ 1.087,55 
Mandaguacu - PR;parana;Mandaguacu; 6,60 ;6,60%;11-01 / 01-01;5;0; 129 ;01-01 / 03-01;5;0; 223 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.938,52 ; R$ 1.121,31 
Mandaguari - PR;parana;Mandaguari; 6,60 ;6,60%;11-01 / 01-01;5;0; 159 ;01-01 / 03-01;5;0; 233 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.574,61 ; R$ 1.071,10 
Mandirituba - PR;parana;Mandirituba; 6,60 ;6,60%;11-01 / 01-01;5;0; 163 ;01-01 / 03-01;5;0; 235 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.535,08 ; R$ 1.065,80 
Mangueirinha - PR;parana;Mangueirinha; 6,60 ;6,60%;11-01 / 01-01;5;0; 108 ;01-01 / 03-01;5;0; 226 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.314,97 ; R$ 1.106,92 
Manoel Ribas - PR;parana;Manoel Ribas; 6,60 ;6,60%;11-01 / 01-01;5;0; 109 ;01-01 / 03-01;5;0; 228 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.302,12 ; R$ 1.094,90 
Marechal Candido Rondon - PR;parana;Marechal Candido Rondon; 6,60 ;6,60%;11-01 / 01-01;5;0; 78 ;01-01 / 03-01;5;0; 180 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 3.207,10 ; R$ 1.386,01 
Maria Helena - PR;parana;Maria Helena; 6,60 ;6,60%;11-01 / 01-01;5;0; 115 ;01-01 / 03-01;5;0; 213 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.180,41 ; R$ 1.175,33 
Marialva - PR;parana;Marialva; 6,60 ;6,60%;11-01 / 01-01;5;0; 144 ;01-01 / 03-01;5;0; 218 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.730,47 ; R$ 1.145,68 
Marilandia Do Sul - PR;parana;Marilandia Do Sul; 6,60 ;6,60%;11-01 / 01-01;5;0; 148 ;01-01 / 03-01;5;0; 250 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.689,11 ; R$ 999,39 
Marilena - PR;parana;Marilena; 6,60 ;6,60%;11-01 / 01-01;5;0; 101 ;01-01 / 03-01;5;0; 194 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.467,04 ; R$ 1.285,77 
Mariluz - PR;parana;Mariluz; 6,60 ;6,60%;11-01 / 01-01;5;0; 92 ;01-01 / 03-01;5;0; 199 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.710,58 ; R$ 1.255,94 
Maringa - PR;parana;Maringa; 6,60 ;6,60%;11-01 / 01-01;5;0; 128 ;01-01 / 03-01;5;0; 214 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.955,00 ; R$ 1.169,96 
Mariopolis - PR;parana;Mariopolis; 6,60 ;6,60%;11-01 / 01-01;5;0; 148 ;01-01 / 03-01;5;0; 221 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.690,30 ; R$ 1.128,90 
Maripa - PR;parana;Maripa; 6,60 ;6,60%;11-01 / 01-01;5;0; 87 ;01-01 / 03-01;5;0; 224 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.860,45 ; R$ 1.116,86 
Marmeleiro - PR;parana;Marmeleiro; 6,60 ;6,60%;11-01 / 01-01;5;0; 132 ;01-01 / 03-01;5;0; 223 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.896,35 ; R$ 1.123,33 
Marquinho - PR;parana;Marquinho; 6,60 ;6,60%;11-01 / 01-01;5;0; 116 ;01-01 / 03-01;5;0; 207 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.159,88 ; R$ 1.206,74 
Marumbi - PR;parana;Marumbi; 6,60 ;6,60%;11-01 / 01-01;5;0; 146 ;01-01 / 03-01;5;0; 233 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.711,22 ; R$ 1.071,05 
Mato Rico - PR;parana;Mato Rico; 6,60 ;6,60%;11-01 / 01-01;5;0; 100 ;01-01 / 03-01;5;0; 228 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.500,99 ; R$ 1.095,44 
Maua Da Serra - PR;parana;Maua Da Serra; 6,60 ;6,60%;11-01 / 01-01;5;0; 166 ;01-01 / 03-01;5;0; 249 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.501,76 ; R$ 1.002,48 
Mercedes - PR;parana;Mercedes; 6,60 ;6,60%;11-01 / 01-01;5;0; 79 ;01-01 / 03-01;5;0; 186 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 3.161,40 ; R$ 1.345,25 
Mirador - PR;parana;Mirador; 6,60 ;6,60%;11-01 / 01-01;5;0; 101 ;01-01 / 03-01;5;0; 202 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.484,53 ; R$ 1.235,89 
Miraselva - PR;parana;Miraselva; 6,60 ;6,60%;11-01 / 01-01;5;0; 132 ;01-01 / 03-01;5;0; 215 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.889,36 ; R$ 1.162,47 
Moreira Sales - PR;parana;Moreira Sales; 6,60 ;6,60%;11-01 / 01-01;5;0; 85 ;01-01 / 03-01;5;0; 196 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.938,20 ; R$ 1.275,23 
Munhoz De Melo - PR;parana;Munhoz De Melo; 6,60 ;6,60%;11-01 / 01-01;5;0; 144 ;01-01 / 03-01;5;0; 222 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.732,99 ; R$ 1.126,96 
Nossa Senhora Das Gracas - PR;parana;Nossa Senhora Das Gracas; 6,60 ;6,60%;11-01 / 01-01;5;0; 141 ;01-01 / 03-01;5;0; 218 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.768,29 ; R$ 1.147,15 
Nova Alianca Do Ivai - PR;parana;Nova Alianca Do Ivai; 6,60 ;6,60%;11-01 / 01-01;5;0; 106 ;01-01 / 03-01;5;0; 204 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.347,97 ; R$ 1.228,48 
Nova America Da Colina - PR;parana;Nova America Da Colina; 6,60 ;6,60%;11-01 / 01-01;5;0; 116 ;01-01 / 03-01;5;0; 229 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.164,41 ; R$ 1.089,87 
Nova Aurora - PR;parana;Nova Aurora; 6,60 ;6,60%;11-01 / 01-01;5;0; 94 ;01-01 / 03-01;5;0; 217 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.657,67 ; R$ 1.154,72 
Nova Cantu - PR;parana;Nova Cantu; 6,60 ;6,60%;11-01 / 01-01;5;0; 103 ;01-01 / 03-01;5;0; 236 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.434,91 ; R$ 1.058,63 
Nova Esperanca - PR;parana;Nova Esperanca; 6,60 ;6,60%;11-01 / 01-01;5;0; 134 ;01-01 / 03-01;5;0; 226 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.871,42 ; R$ 1.104,15 
Nova Esperanca Do Sudoeste - PR;parana;Nova Esperanca Do Sudoeste; 6,60 ;6,60%;11-01 / 01-01;5;0; 81 ;01-01 / 03-01;5;0; 225 ; 100,00 ; R$ 5.000,00 ; R$ 33.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 3.095,56 ; R$ 1.112,32 
